question,answer,relation,subject,object,q_index,prompt_id,q_id,target_lang,klar_id
איזה גוף משפטי משתמש בקנצלר אוסטריה?,אוסטריה,applies_to_jurisdiction,קנצלר אוסטריה,אוסטריה,5974,3,5974_3,he,he_5974_3
איזה מדינה יש לה ריקסדאג כמונח משפטי?,שוודיה,applies_to_jurisdiction,ריקסדאג,שוודיה,5975,0,5975_0,he,he_5975_0
באיזו סמכות דגל ספרד הוא מונח משפטי?,ספרד,applies_to_jurisdiction,דגל ספרד,ספרד,5976,1,5976_1,he,he_5976_1
איזה גוף משפטי משתמש בדגל צרפת?,צרפת,applies_to_jurisdiction,דגל צרפת,צרפת,5977,3,5977_3,he,he_5977_3
איפה המונח המשפטי נשיא אוקראינה מיושם?,אוקראינה,applies_to_jurisdiction,נשיא אוקראינה,אוקראינה,5978,2,5978_2,he,he_5978_2
איזה גוף משפטי משתמש בראש ממשלת צרפת?,צרפת,applies_to_jurisdiction,ראש ממשלת צרפת,צרפת,5979,3,5979_3,he,he_5979_3
איזה גוף משפטי משתמש בדגל דנמרק?,דנמרק,applies_to_jurisdiction,דגל דנמרק,דנמרק,5980,3,5980_3,he,he_5980_3
איזה מדינה יש לה בונדסטאג כמונח משפטי?,גרמניה,applies_to_jurisdiction,בונדסטאג,גרמניה,5981,0,5981_0,he,he_5981_0
איזה מדינה יש לה דגל אירלנד כמונח משפטי?,אירלנד,applies_to_jurisdiction,דגל אירלנד,אירלנד,5982,0,5982_0,he,he_5982_0
איזה גוף משפטי משתמש בנשיא אוסטריה?,אוסטריה,applies_to_jurisdiction,נשיא אוסטריה,אוסטריה,5983,3,5983_3,he,he_5983_3
איזה גוף משפטי משתמש בראש ממשלת פקיסטן?,פקיסטן,applies_to_jurisdiction,ראש ממשלת פקיסטן,פקיסטן,5984,3,5984_3,he,he_5984_3
באיזו אזור נשיא גרמניה הוא מונח משפטי מוכר?,גרמניה,applies_to_jurisdiction,נשיא גרמניה,גרמניה,5985,4,5985_4,he,he_5985_4
איזה מדינה יש לה ראש ממשלת שוודיה כמונח משפטי?,שוודיה,applies_to_jurisdiction,ראש ממשלת שוודיה,שוודיה,5986,0,5986_0,he,he_5986_0
באיזו אזור האספה הלאומית הוא מונח משפטי מוכר?,צרפת,applies_to_jurisdiction,האספה הלאומית,צרפת,5987,4,5987_4,he,he_5987_4
איזה גוף משפטי משתמש בדגל שווייץ?,שווייץ,applies_to_jurisdiction,דגל שווייץ,שווייץ,5988,3,5988_3,he,he_5988_3
איזה גוף משפטי משתמש בראש ממשלת רוסיה?,רוסיה,applies_to_jurisdiction,ראש ממשלת רוסיה,רוסיה,5989,3,5989_3,he,he_5989_3
איזה גוף משפטי משתמש בדגל סינגפור?,סינגפור,applies_to_jurisdiction,דגל סינגפור,סינגפור,5990,3,5990_3,he,he_5990_3
איפה המונח המשפטי הסנאט הצרפתי מיושם?,צרפת,applies_to_jurisdiction,הסנאט הצרפתי,צרפת,5991,2,5991_2,he,he_5991_2
איזה גוף משפטי משתמש בראש ממשלת אוקראינה?,אוקראינה,applies_to_jurisdiction,ראש ממשלת אוקראינה,אוקראינה,5992,3,5992_3,he,he_5992_3
באיזו סמכות דגל רוסיה הוא מונח משפטי?,רוסיה,applies_to_jurisdiction,דגל רוסיה,רוסיה,5993,1,5993_1,he,he_5993_1
איפה המונח המשפטי דגל קנדה מיושם?,קנדה,applies_to_jurisdiction,דגל קנדה,קנדה,5994,2,5994_2,he,he_5994_2
איפה המונח המשפטי נשיא רומניה מיושם?,רומניה,applies_to_jurisdiction,נשיא רומניה,רומניה,5995,2,5995_2,he,he_5995_2
באיזו אזור דגל הולנד הוא מונח משפטי מוכר?,הולנד,applies_to_jurisdiction,דגל הולנד,הולנד,5996,4,5996_4,he,he_5996_4
באיזו אזור ראש ממשלת מלזיה הוא מונח משפטי מוכר?,מלזיה,applies_to_jurisdiction,ראש ממשלת מלזיה,מלזיה,5997,4,5997_4,he,he_5997_4
איזה גוף משפטי משתמש בדגל ג'מייקה?,ג'מייקה,applies_to_jurisdiction,דגל ג'מייקה,ג'מייקה,5998,3,5998_3,he,he_5998_3
איזה גוף משפטי משתמש בדגל ארגנטינה?,ארגנטינה,applies_to_jurisdiction,דגל ארגנטינה,ארגנטינה,5999,3,5999_3,he,he_5999_3
באיזו סמכות דגל נורווגיה הוא מונח משפטי?,נורווגיה,applies_to_jurisdiction,דגל נורווגיה,נורווגיה,6000,1,6000_1,he,he_6000_1
איזה גוף משפטי משתמש בקונגרס הנציגים (ספרד)?,ספרד,applies_to_jurisdiction,קונגרס הנציגים (ספרד),ספרד,6001,3,6001_3,he,he_6001_3
באיזו סמכות קיסר יפן הוא מונח משפטי?,יפן,applies_to_jurisdiction,קיסר יפן,יפן,6002,1,6002_1,he,he_6002_1
איזה מדינה יש לה דגל ליטא כמונח משפטי?,ליטא,applies_to_jurisdiction,דגל ליטא,ליטא,6003,0,6003_0,he,he_6003_0
באיזו אזור דגל בולגריה הוא מונח משפטי מוכר?,בולגריה,applies_to_jurisdiction,דגל בולגריה,בולגריה,6004,4,6004_4,he,he_6004_4
באיזו סמכות נשיא עיראק הוא מונח משפטי?,עיראק,applies_to_jurisdiction,נשיא עיראק,עיראק,6005,1,6005_1,he,he_6005_1
איזה מדינה יש לה דגל טורקיה כמונח משפטי?,טורקיה,applies_to_jurisdiction,דגל טורקיה,טורקיה,6006,0,6006_0,he,he_6006_0
באיזו סמכות דגל מלזיה הוא מונח משפטי?,מלזיה,applies_to_jurisdiction,דגל מלזיה,מלזיה,6007,1,6007_1,he,he_6007_1
איפה המונח המשפטי דגל בלארוס מיושם?,בלארוס,applies_to_jurisdiction,דגל בלארוס,בלארוס,6008,2,6008_2,he,he_6008_2
איזה מדינה יש לה דגל קובה כמונח משפטי?,קובה,applies_to_jurisdiction,דגל קובה,קובה,6009,0,6009_0,he,he_6009_0
באיזו סמכות דגל וייטנאם הוא מונח משפטי?,וייטנאם,applies_to_jurisdiction,דגל וייטנאם,וייטנאם,6010,1,6010_1,he,he_6010_1
באיזו אזור דגל בוליביה הוא מונח משפטי מוכר?,בוליביה,applies_to_jurisdiction,דגל בוליביה,בוליביה,6011,4,6011_4,he,he_6011_4
איזה מדינה יש לה דגל הודו כמונח משפטי?,הודו,applies_to_jurisdiction,דגל הודו,הודו,6012,0,6012_0,he,he_6012_0
איזה גוף משפטי משתמש בפטקה?,מקאו,applies_to_jurisdiction,פטקה,מקאו,6014,3,6014_3,he,he_6014_3
באיזו סמכות דגל מונקו הוא מונח משפטי?,מונקו,applies_to_jurisdiction,דגל מונקו,מונקו,6015,1,6015_1,he,he_6015_1
איזה מדינה יש לה דגל סומליה כמונח משפטי?,סומליה,applies_to_jurisdiction,דגל סומליה,סומליה,6016,0,6016_0,he,he_6016_0
באיזו אזור נשיא מדינת ישראל הוא מונח משפטי מוכר?,ישראל,applies_to_jurisdiction,נשיא מדינת ישראל,ישראל,6017,4,6017_4,he,he_6017_4
איפה המונח המשפטי דגל שוודיה מיושם?,שוודיה,applies_to_jurisdiction,דגל שוודיה,שוודיה,6018,2,6018_2,he,he_6018_2
באיזו סמכות דגל הרפובליקה הסינית הוא מונח משפטי?,טאיוואן,applies_to_jurisdiction,דגל הרפובליקה הסינית,טאיוואן,6019,1,6019_1,he,he_6019_1
באיזו סמכות דגל אוסטרליה הוא מונח משפטי?,אוסטרליה,applies_to_jurisdiction,דגל אוסטרליה,אוסטרליה,6020,1,6020_1,he,he_6020_1
איפה המונח המשפטי דגל אוקראינה מיושם?,אוקראינה,applies_to_jurisdiction,דגל אוקראינה,אוקראינה,6021,2,6021_2,he,he_6021_2
באיזו סמכות נשיא בלארוס הוא מונח משפטי?,בלארוס,applies_to_jurisdiction,נשיא בלארוס,בלארוס,6022,1,6022_1,he,he_6022_1
באיזו אזור דגל האיטי הוא מונח משפטי מוכר?,האיטי,applies_to_jurisdiction,דגל האיטי,האיטי,6023,4,6023_4,he,he_6023_4
באיזו אזור סמל מקסיקו הוא מונח משפטי מוכר?,מקסיקו,applies_to_jurisdiction,סמל מקסיקו,מקסיקו,6024,4,6024_4,he,he_6024_4
איזה גוף משפטי משתמש בדגל פינלנד?,פינלנד,applies_to_jurisdiction,דגל פינלנד,פינלנד,6025,3,6025_3,he,he_6025_3
איזה גוף משפטי משתמש בדגל קרואטיה?,קרואטיה,applies_to_jurisdiction,דגל קרואטיה,קרואטיה,6026,3,6026_3,he,he_6026_3
באיזו סמכות נשיא פינלנד הוא מונח משפטי?,פינלנד,applies_to_jurisdiction,נשיא פינלנד,פינלנד,6027,1,6027_1,he,he_6027_1
איזה גוף משפטי משתמש בדגל אלבניה?,אלבניה,applies_to_jurisdiction,דגל אלבניה,אלבניה,6028,3,6028_3,he,he_6028_3
איזה גוף משפטי משתמש בדגל איטליה?,איטליה,applies_to_jurisdiction,דגל איטליה,איטליה,6029,3,6029_3,he,he_6029_3
איזה מדינה יש לה דגל גרמניה כמונח משפטי?,גרמניה,applies_to_jurisdiction,דגל גרמניה,גרמניה,6030,0,6030_0,he,he_6030_0
באיזו אזור דגל לוב הוא מונח משפטי מוכר?,לוב,applies_to_jurisdiction,דגל לוב,לוב,6031,4,6031_4,he,he_6031_4
באיזו סמכות דגל הפיליפינים הוא מונח משפטי?,הפיליפינים,applies_to_jurisdiction,דגל הפיליפינים,הפיליפינים,6032,1,6032_1,he,he_6032_1
איפה המונח המשפטי .de מיושם?,גרמניה,applies_to_jurisdiction,.de,גרמניה,6033,2,6033_2,he,he_6033_2
איזה מדינה יש לה נשיא איראן כמונח משפטי?,איראן,applies_to_jurisdiction,נשיא איראן,איראן,6034,0,6034_0,he,he_6034_0
איפה המונח המשפטי דגל פקיסטן מיושם?,פקיסטן,applies_to_jurisdiction,דגל פקיסטן,פקיסטן,6035,2,6035_2,he,he_6035_2
איזה מדינה יש לה דגל פורטוגל כמונח משפטי?,פורטוגל,applies_to_jurisdiction,דגל פורטוגל,פורטוגל,6036,0,6036_0,he,he_6036_0
איזה גוף משפטי משתמש בדגל יוון?,יוון,applies_to_jurisdiction,דגל יוון,יוון,6037,3,6037_3,he,he_6037_3
איפה המונח המשפטי דגל מקסיקו מיושם?,מקסיקו,applies_to_jurisdiction,דגל מקסיקו,מקסיקו,6038,2,6038_2,he,he_6038_2
איזה גוף משפטי משתמש בדגל יפן?,יפן,applies_to_jurisdiction,דגל יפן,יפן,6039,3,6039_3,he,he_6039_3
Which country has President of the French Republic as a legal term?,France,applies_to_jurisdiction,President of the French Republic,France,5960,0,5960_0,en,en_5960_0
Where is the legal term Prime Minister of Canada applied?,Canada,applies_to_jurisdiction,Prime Minister of Canada,Canada,5961,2,5961_2,en,en_5961_2
In which region is Australian Labor Party a recognized legal term?,Australia,applies_to_jurisdiction,Australian Labor Party,Australia,5962,4,5962_4,en,en_5962_4
In which region is President of Mexico a recognized legal term?,Mexico,applies_to_jurisdiction,President of Mexico,Mexico,5963,4,5963_4,en,en_5963_4
In which jurisdiction is Chancellor of Germany a legal term?,Germany,applies_to_jurisdiction,Chancellor of Germany,Germany,5964,1,5964_1,en,en_5964_1
Where is the legal term Basic Law for the Federal Republic of Germany applied?,Germany,applies_to_jurisdiction,Basic Law for the Federal Republic of Germany,Germany,5965,2,5965_2,en,en_5965_2
Which country has Parliament of Canada as a legal term?,Canada,applies_to_jurisdiction,Parliament of Canada,Canada,5966,0,5966_0,en,en_5966_0
Which country has Lok Sabha as a legal term?,India,applies_to_jurisdiction,Lok Sabha,India,5967,0,5967_0,en,en_5967_0
In which region is Knesset a recognized legal term?,Israel,applies_to_jurisdiction,Knesset,Israel,5968,4,5968_4,en,en_5968_4
Where is the legal term Prime Minister of Japan applied?,Japan,applies_to_jurisdiction,Prime Minister of Japan,Japan,5969,2,5969_2,en,en_5969_2
In which region is President of Ireland a recognized legal term?,Ireland,applies_to_jurisdiction,President of Ireland,Ireland,5970,4,5970_4,en,en_5970_4
In which jurisdiction is Australian dollar a legal term?,Australia,applies_to_jurisdiction,Australian dollar,Australia,5971,1,5971_1,en,en_5971_1
Which legal entity uses President of Pakistan?,Pakistan,applies_to_jurisdiction,President of Pakistan,Pakistan,5972,3,5972_3,en,en_5972_3
Which country has President of Russia as a legal term?,Russia,applies_to_jurisdiction,President of Russia,Russia,5973,0,5973_0,en,en_5973_0
Which legal entity uses Federal Chancellor of Austria?,Austria,applies_to_jurisdiction,Federal Chancellor of Austria,Austria,5974,3,5974_3,en,en_5974_3
Which country has Parliament of Sweden as a legal term?,Sweden,applies_to_jurisdiction,Parliament of Sweden,Sweden,5975,0,5975_0,en,en_5975_0
In which jurisdiction is flag of Spain a legal term?,Spain,applies_to_jurisdiction,flag of Spain,Spain,5976,1,5976_1,en,en_5976_1
Which legal entity uses flag of France?,France,applies_to_jurisdiction,flag of France,France,5977,3,5977_3,en,en_5977_3
Where is the legal term President of Ukraine applied?,Ukraine,applies_to_jurisdiction,President of Ukraine,Ukraine,5978,2,5978_2,en,en_5978_2
Which legal entity uses Prime Minister of France?,France,applies_to_jurisdiction,Prime Minister of France,France,5979,3,5979_3,en,en_5979_3
Which legal entity uses flag of Denmark?,Denmark,applies_to_jurisdiction,flag of Denmark,Denmark,5980,3,5980_3,en,en_5980_3
Which country has Bundestag of Germany as a legal term?,Germany,applies_to_jurisdiction,Bundestag of Germany,Germany,5981,0,5981_0,en,en_5981_0
Which country has flag of Ireland as a legal term?,Ireland,applies_to_jurisdiction,flag of Ireland,Ireland,5982,0,5982_0,en,en_5982_0
Which legal entity uses President of Austria?,Austria,applies_to_jurisdiction,President of Austria,Austria,5983,3,5983_3,en,en_5983_3
Which legal entity uses Prime Minister of Pakistan?,Pakistan,applies_to_jurisdiction,Prime Minister of Pakistan,Pakistan,5984,3,5984_3,en,en_5984_3
In which region is president of Germany a recognized legal term?,Germany,applies_to_jurisdiction,president of Germany,Germany,5985,4,5985_4,en,en_5985_4
Which country has Prime Minister of Sweden as a legal term?,Sweden,applies_to_jurisdiction,Prime Minister of Sweden,Sweden,5986,0,5986_0,en,en_5986_0
In which region is French National Assembly a recognized legal term?,France,applies_to_jurisdiction,French National Assembly,France,5987,4,5987_4,en,en_5987_4
Which legal entity uses flag of Switzerland?,Switzerland,applies_to_jurisdiction,flag of Switzerland,Switzerland,5988,3,5988_3,en,en_5988_3
Which legal entity uses Prime Minister of Russia?,Russia,applies_to_jurisdiction,Prime Minister of Russia,Russia,5989,3,5989_3,en,en_5989_3
Which legal entity uses flag of Singapore?,Singapore,applies_to_jurisdiction,flag of Singapore,Singapore,5990,3,5990_3,en,en_5990_3
Where is the legal term Senate applied?,France,applies_to_jurisdiction,Senate,France,5991,2,5991_2,en,en_5991_2
Which legal entity uses Prime Minister of Ukraine?,Ukraine,applies_to_jurisdiction,Prime Minister of Ukraine,Ukraine,5992,3,5992_3,en,en_5992_3
In which jurisdiction is flag of Russia a legal term?,Russia,applies_to_jurisdiction,flag of Russia,Russia,5993,1,5993_1,en,en_5993_1
Where is the legal term flag of Canada applied?,Canada,applies_to_jurisdiction,flag of Canada,Canada,5994,2,5994_2,en,en_5994_2
Where is the legal term President of Romania applied?,Romania,applies_to_jurisdiction,President of Romania,Romania,5995,2,5995_2,en,en_5995_2
In which region is flag of the Netherlands a recognized legal term?,Netherlands,applies_to_jurisdiction,flag of the Netherlands,Netherlands,5996,4,5996_4,en,en_5996_4
In which region is Prime Minister of Malaysia a recognized legal term?,Malaysia,applies_to_jurisdiction,Prime Minister of Malaysia,Malaysia,5997,4,5997_4,en,en_5997_4
Which legal entity uses flag of Jamaica?,Jamaica,applies_to_jurisdiction,flag of Jamaica,Jamaica,5998,3,5998_3,en,en_5998_3
Which legal entity uses flag of Argentina?,Argentina,applies_to_jurisdiction,flag of Argentina,Argentina,5999,3,5999_3,en,en_5999_3
In which jurisdiction is flag of Norway a legal term?,Norway,applies_to_jurisdiction,flag of Norway,Norway,6000,1,6000_1,en,en_6000_1
Which legal entity uses Congress of Deputies?,Spain,applies_to_jurisdiction,Congress of Deputies,Spain,6001,3,6001_3,en,en_6001_3
